WordHead,IPA
ଜମିଯାଇଥିବାରୁ,d͡ʒɔmi|yɑitʰibɑɾʊ
ସ୍ମରଣୀୟ,smɔɾɔɳijɔ
ହତ୍ୟାକାଣ୍ଡରେ,hɔtjɑkɑɳɖɔɾe
ଇଏମ୍ଆଇ,iemɑi
ଅଭିଜିତ୍,ɔbʰid͡ʒit
ପରିବର୍ତ୍ତନ,pɔɾibɔɾttɔnɔ
ଶ୍ରୀଦେବୀ,sɾidebi
ପର୍ବ,pɔɾbɔ
ଆଶ୍ଚର୍ଯ୍ୟର,ɑst͡ʃɔɾ|yjɔɾɔ
ଗପି,ɡɔpi
ଅସୁସ୍ଥ,ɔsʊstʰɔ
ଟିକଟକ୍,ʈikʈɔk
କଉଡ଼ିଟିଏ,kɔʊɽiʈie
ଶିଶୁର,sisʊɾɔ
ପେନ,pen
ତୁମ୍ଭମାନଙ୍କ,tʊmbʰɔmɑnɔŋkɔ
ବତାଇ,bɔtɑi
ଆମଦାନୀ,ɑmɔdɑni
ଦେଖାଯାଏ,dekʰɑ|yɑe
ସ୍ନାନ,snɑnɔ
ଆପଣାଇବେ,ɑpɔɳɑibe
ଉଡ଼ନ୍ତି,ʊɽɔnti
ଅଲଗା-ଅଲଗା,ɔlɔɡɑ-ɔlɔɡɑ
ମନଦୀପ,mɔndip
“ୱାଂଚୋ’କୁ,“ʋɑMt͡ʃo’kʊ
ଦେଉନଥିବା,deʊnɔtʰibɑ
ସୋରେଟେଲ,soɾeʈel
ଯେତେହେବ,|yetehebɔ
ପୂରଣରେ,puɾɔɳɔɾe
ଦୋଳି,do`li
ଥନ୍ତଲ,tʰɔntɔlɔ
କରେଇଦିଅ,kɔɾeidiɔ
ରେମୁଣା,ɾemʊɳɑ
ଭୋଲ୍ଟ,bʰolʈ
ଘଟାଇଥିଲେ,ɡʰɔʈɑitʰile
ଜିଲାପାଳ,d͡ʒilɑpɑ`lɔ
ଜାଣିବାର,d͡ʒɑɳibɑɾɔ
ପୁରାଇଲା,pʊɾɑilɑ
ଟାଙ୍କିରୁ,ʈɑŋkiɾʊ
ହରାଇଥିବା,hɔɾɑitʰibɑ
ବ୍ୟାଙ୍କ୍,bjɑŋk
କରାଯାଇପାରିବ,kɔɾɑ|yɑipɑɾibɔ
ଧାରାନଗରୀ,dʰɑɾɑnɔɡɔɾi
ରାହାଣେ,ɾɑhɑɳe
ପଣସ,pɔɳɔsɔ
ଆଡଭାନୀ,ɑɖbʰɑni
ପାଇଲ,pɑilɔ
ଅନେକାଂଶରେ,ɔnekɑMsɔɾe
ଖୋଜିବାକୁ,kʰod͡ʒibɑkʊ
ହାଜର,hɑd͡ʒɔɾɔ
କାଟନ୍ତୁ,kɑʈɔntʊ
‘ହାପି,‘hɑpi
ମାନବିକତାର,mɑnɔbikɔtɑɾɔ
ଭୋଜ,bʰod͡ʒɔ
ଧରାପଡ଼ିଯିବ,dʰɔɾɑpɔɽi|yibɔ
ନୀତି,niti
ଫାଟିଗଲା,phɑʈiɡɔlɑ
ବ୍ୟବଧାନ,bjɔbɔdʰɑnɔ
ବାହାରୁଥିଲା,bɑhɑɾʊtʰilɑ
ସେସତେବେଳ,sesɔtebe`lɔ
ମୁଖମଣ୍ଡଳରେ,mʊkʰɔmɔɳɖɔ`lɔɾe
ସିମ୍,sim
କୁମ୍ଭର,kʊmbʰɔɾɔ
ସଚିବ,sɔt͡ʃibɔ
ଏକାଡେମି,ekɑɖemi
ଶୀକାର,sikɑɾɔ
ସୌଦାର,soudɑɾɔ
କରାଇବା,kɔɾɑibɑ
କେନ୍‌,ken‌
ଦର୍ପଣ,dɔɾpɔɳɔ
ସେନ୍ସିଂ,sensiM
କୋବିନ୍ଦଙ୍କଠାରୁ,kobindɔŋkɔʈʰɑɾʊ
ଖୁଲାସା,kʰʊlɑsɑ
ପଢ଼ିବା,pɔɽʱibɑ
ଆନ୍ଦୋଳନକୁ,ɑndo`lɔnɔkʊ
ଆଇରନ,ɑiɾɔn
କରିଦେଇଥାନ୍ତି,kɔɾideitʰɑnti
ଅବତାରଣା,ɔbɔtɑɾɔɳɑ
ଦିଗନ୍ତ,diɡɔntɔ
ତିହାଡ଼,tihɑɽɔ
ଜୋରିମାନା,d͡ʒoɾimɑnɑ
କହିଥିଲେ,kɔhitʰile
ତପରୁ,tɔpɔɾʊ
ପଦର,pɔdɔɾɔ
ତୁମ୍ବାରେ,tʊmbɑɾe
ମହାପ୍ରଭୁ,mɔhɑpɾɔbʰʊ
ପରିବାରଟିକୁ,pɔɾibɑɾɔʈikʊ
ଉତ୍ତମ,ʊttɔmɔ
ଅକଲ୍,ɔkɔl
ବିୟୋଗ,bijoɡɔ
ଅଣାଯାଇଛି,ɔɳɑ|yɑit͡ʃʰi
କାଟିଦେଲେ,kɑʈidele
ବାହ୍ୟ,bɑhjɔ
ଡିୱାଇ,ɖiʋɑi
କରିପାରନ୍ତି,kɔɾipɑɾɔnti
ଡବା,ɖɔbɑ
ନଈକୂଳିଆ,nɔiku`liɑ
ଆସିଥିବେ,ɑsitʰibe
ଗିନିଜ,ɡinid͡ʒ
ଶୋଇପଡ଼,soipɔɽɔ
ଅଳଙ୍କାର,ɔ`lɔŋkɑɾɔ
ଫେଷ୍ଟିଭାଲ,phesʈibʰɑl
ଯାଉଛେ,|yɑʊt͡ʃʰe
ନଖାଇ,nɔkʰɑi
ଦୟାନିଧି,dɔjɑnidʰi
ପରିବାରଙ୍କୁ,pɔɾibɑɾɔŋkʊ
ଆବର୍ଜନାର,ɑbɔɾd͡ʒɔnɑɾɔ
ଜଣା,d͡ʒɔɳɑ
ଜିବି,d͡ʒibi
ଦେଖିପାରିବି,dekʰipɑɾibi
ଥଣ୍ଟ,tʰɔɳʈɔ
ପ୍ରକ୍ରିୟାକରଣ,pɾɔkɾijɑkɔɾɔɳɔ
ଭାଷା,bʰɑsɑ
ସେବା,sebɑ
ଜଣଙ୍କ,d͡ʒɔɳɔŋkɔ
ଇରାନ୍,iɾɑn
ଆତଙ୍କବାଦ,ɑtɔŋkɔbɑdɔ
ଓହ୍ଲାଇବା,ohlɑibɑ
ପାଦ,pɑdɔ
ନ୍ତୁ,ntʊ
ତିନିଶତ,tinisɔtɔ
ରେକର୍ଡ,ɾekɔɾɖ
ଯାଆଆସ,|yɑɑɑsɔ
ସୁଫଳ,sʊphɔ`lɔ
ଭଟ୍ଟ,bʰɔʈʈɔ
ପାଇ,pɑi
ଜଗନ୍ନାଥ,d͡ʒɔɡɔnnɑtʰɔ
ଶିଖେଇ,sikʰei
ପ୍ଲେଇଙ୍ଗ,pleiŋɡ
ବିଲାଲ,bilɑl
କର୍ତ୍ତା,kɔɾttɑ
ତୁରନ୍ତ,tʊɾɔntɔ
କୂଅପାଣିରେ,kuɔpɑɳiɾe
କିନ୍ତୁ,kintʊ
ହେଉନାହିଁ,heʊnɑhin~
ମନଆନନ୍ଦରେ,mɔnɔɑnɔndɔɾe
କରିବ,kɔɾibɔ
ମାସ୍ରାଫେ,mɑsɾɑphe
ଦକ୍ଷ,dɔkʰjɔ
ବିଚିତ୍ର,bit͡ʃitɾɔ
ଫିଙ୍ଗିଦେବେ,phiŋɡidebe
ତଲେ,tɔle
ଲହୁଣି,lɔhʊɳi
ସପନ,sɔpɔnɔ
ରୁ,ɾʊ
ଅହାନ୍‌,ɔhɑn‌
ଖେଳଣା,kʰe`lɔɳɑ
ଶାରିରୀକ,sɑɾiɾikɔ
ପକାଇଲା,pɔkɑilɑ
କିଛିଦିନ,kit͡ʃʰidinɔ
ସଟର,sɔʈɔɾ
ସ୍ଵପ୍ନ,sʋɔpnɔ
ରଖାଯାଇ,ɾɔkʰɑ|yɑi
ମଝିଆଁ,mɔd͡ʒʱiɑn~
ରାଜମହଲକୁ,ɾɑd͡ʒɔmɔhɔlɔkʊ
ଭଉଣୀମାନଙ୍କ,bʰɔʊɳimɑnɔŋkɔ
ଆକ୍ରମଣାତ୍ମକ,ɑkɾɔmɔɳɑtmɔkɔ
ସମୟପରେ,sɔmɔjɔpɔɾe
ଯୋଗଦେଇଥି,|yoɡɔdeitʰi
ସୋସିଆଲ,sosiɑl
ଝର୍‌କା,d͡ʒʱɔɾ‌kɑ
ସମଧର୍ମା,sɔmɔdʰɔɾmɑ
ବିଚାରରେ,bit͡ʃɑɾɔɾe
ବିଲ୍‌କୁ,bil‌kʊ
ଆସି,ɑsi
ଚଳଚ୍ଚିତ୍ର,t͡ʃɔ`lɔt͡ʃt͡ʃitɾɔ
ସାଧାରଣତଃ,sɑdʰɑɾɔɳɔtɔh
ସ୍କ୍ରୁଡ୍ରାଇଭର,skɾʊɖɾɑibʰɔɾ
ଆପଲିକେସନ୍,ɑplikesɔn
ରେଳ,ɾe`lɔ
କୁକୁରଟି,kʊkʊɾɔʈi
ଫେରିଲା,pheɾilɑ
କାଙ୍ଗ୍‌,kɑŋɡ‌
ପାଦଛୁଉଁଛି,pɑdɔt͡ʃʰʊʊn~t͡ʃʰi
ଇଞ୍ଜିନିୟରମାନେ,iɲd͡ʒinijɔɾmɑne
ଯୁବାପୁରୁଷ,|yʊbɑpʊɾʊsɔ
ଚାଲିଯାଉଛନ୍ତି,t͡ʃɑli|yɑʊt͡ʃʰɔnti
ରଣେନ୍ଦ୍ର,ɾɔɳendɾɔ
ନିଅନ୍ତୁ,niɔntʊ
ଓରେସ୍କିନ,oɾeskin
ଭୋଟରଙ୍କ,bʰoʈɔɾŋkɔ
ଭୁକୁଥିଲ,bʰʊkʊtʰilɔ
ତିରିଶି,tiɾisi
କମ୍ପ୍ୟୁଟରକୁ,kɔmpjʊʈɔɾkʊ
ସ୍କୁଲ-କଲେଜ,skʊl-kɔled͡ʒ
ପରିଷଦ(ସିବିଏସ୍‌ଇ),pɔɾisɔdɔ(sibies‌i)
ମଣିପୁରରେ,mɔɳipʊɾɾe
ସର୍ବାଙ୍ଗୀନ,sɔɾbɑŋɡinɔ
ପ୍ରଜାପତି,pɾɔd͡ʒɑpɔti
କୁଲଦୀପ,kʊldip
ଧରଣର,dʰɔɾɔɳɔɾɔ
ତେସା,tesɑ
ରବିଦାସଙ୍କ,ɾɔbidɑsɔŋkɔ
ମାତ୍,mɑt
ଉପାଧି,ʊpɑdʰi
ବାଇକ୍‌ରେ,bɑik‌ɾe
କ୍ୱାଲିଟି,kʋɑliʈi
ହୋଇଥାଏ,hoitʰɑe
ପ୍ରାଙ୍ଗଣର,pɾɑŋɡɔɳɔɾɔ
ଦୁର୍ବିପାକ,dʊɾbipɑkɔ
ପସନ୍ଦ,pɔsɔndɔ
ସହମତିରେ,sɔhɔmɔtiɾe
ନିର୍ଦେଶକ,niɾdesɔkɔ
କଲେଅରାମର,kɔleɔɾɑmɔɾɔ
ବଣପର୍ବତ,bɔɳɔpɔɾbɔtɔ
ନଈକୂଳରେ,nɔiku`lɔɾe
ଅର୍ଡର,ɔɾɖɔɾ
ଉଠିଯାଇ,ʊʈʰi|yɑi
ନିଜେ,nid͡ʒe
ବାବିଲ,bɑbilɔ
ସଂସ୍କାର,sɔMskɑɾɔ
ମ୍ୟାଚ୍,mjɑt͡ʃ
ହେଉଥାଏ,heʊtʰɑe
ଲିଷ୍ଟିଙ୍ଗରେ,lisʈiŋɡɾe
ବହୁମତକୁ,bɔhʊmɔtɔkʊ
ନିର୍ଦ୍ଦେଶାଳୟ,niɾddesɑ`lɔjɔ
ଲଢୁଛି,lɔɖʱʊt͡ʃʰi
ଶିକ୍ଷାନୁଷ୍ଠାନ,sikʰjɑnʊsʈʰɑnɔ
ଜାଣିନେଲି,d͡ʒɑɳineli
ୟୁନିଟ,jʊniʈ
ଚଢ଼ିଗଲି,t͡ʃɔɽʱiɡɔli
ସମ୍ମିଳିତ,sɔmmi`litɔ
ବଦଳାଯାଇଥିଲା,bɔdɔ`lɑ|yɑitʰilɑ
କ୍ଷେତମାଲିକ,kʰjetɔmɑlikɔ
ତାଠାରୁ,tɑʈʰɑɾʊ
ଉତ୍ସାହୀ,ʊtsɑhi
ବସ୍ତୁ,bɔstʊ
ସାହସର,sɑhɔsɔɾɔ
ନାମପଟି,nɑmɔpɔʈi
ସାମଗ୍ରୀ,sɑmɔɡɾi
ସାରିବାରେ,sɑɾibɑɾe
କାନାଡ଼ାର,kɑnɑɽɑɾɔ
ଗୁଲାମ,ɡʊlɑm
ପଶିଛି,pɔsit͡ʃʰi
ବିଲୁଆଙ୍କ,bilʊɑŋkɔ
କପୋତକୁ,kɔpotɔkʊ
ପଚାରୁଛନ୍ତି,pɔt͡ʃɑɾʊt͡ʃʰɔnti
ରହିଗଲେ,ɾɔhiɡɔle
ଯାଜପୁରର,|yɑd͡ʒɔpʊɾɔɾɔ
ଭାସୁଥିବାର,bʰɑsʊtʰibɑɾɔ
ଖେଳାଳିମାନେ,kʰe`lɑ`limɑne
ତାର,tɑɾɔ
ସୈନ୍ଯଦଳ,sɔin|yɔdɔ`lɔ
ଅଗ୍ନିସେବା,ɔɡnisebɑ
ବୁଲେଟିନ୍‌ରେ,bʊleʈin‌ɾe
ନିଷେଧାଦେଶ,nisedʰɑdesɔ
ଚେତନ,t͡ʃetɔnɔ
ବକ୍ସିପାତ୍ର,bɔksipɑtɾɔ
ଆଶଙ୍କା-,ɑsɔŋkɑ-
‘ଫ୍ଲାଗ୍‌,‘phlɑɡ‌
ଫସିରହିଥିବା,phɔsiɾɔhitʰibɑ
ସ୍କ୍ରିନିଂ,skɾiniM
ଏଥର,etʰɔɾɔ
ଦେବି,debi
"କରିଦେଇଛି,ମୁଁ।","kɔɾideit͡ʃʰi,mʊn~।"
ପ୍ରକୃତ,pɾɔkɾʊtɔ
ଜମିରେ,d͡ʒɔmiɾe
ଏମଏଚଏଲ,emet͡ʃel
ଯୁବଶକ୍ତିର,|yʊbɔsɔktiɾɔ
ପରମେଶ୍ବରଙ୍କର,pɔɾɔmesbɔɾɔŋkɔɾɔ
କାର୍ୟ୍ୟାନୁଷ୍ଠାନ,kɑɾjjɑnʊsʈʰɑnɔ
ନିରୋଧୀ,niɾodʰi
ରାଜାଙ୍କର,ɾɑd͡ʒɑŋkɔɾɔ
"ଖଡ୍ଗ,ଦୁର୍ଭିକ୍ଷ,","kʰɔɖɡɔ,dʊɾbʰikʰjɔ,"
ବୃଦ୍ଧ,bɾʊddʰɔ
ସ୍ୱାସ୍ଥ୍ୟରେ,sʋɑstʰjɔɾe
କମିଟି,kɔmiʈi
ସେୟାର୍,sejɑɾ
ଶ୍ୟାମକୁ,sjɑmɔkʊ
ମାତ୍ରା,mɑtɾɑ
ବଢ଼ିଲା,bɔɽʱilɑ
ନିକ୍ଷେପ,nikʰjepɔ
ବୁଝିପାରେ,bʊd͡ʒʱipɑɾe
ସ୍କ୍ରିପ୍ଟ,skɾipʈ
ପୂର୍ବଜମାନେ,puɾbɔd͡ʒɔmɑne
ଉଡ଼ିଆସିଲା,ʊɽiɑsilɑ
ତାରିଖ,tɑɾikʰɔ
ଷ୍ଟିରିନ,sʈiɾin
ଭୁଜାଲି,bʰʊd͡ʒɑli
କହିପାରିବ,kɔhipɑɾibɔ
ମନେପଡ଼ିଲା,mɔnepɔɽilɑ
କରିଥାଏ,kɔɾitʰɑe
ପଟ୍ଟନାୟକ,pɔʈʈɔnɑjɔkɔ
ଯୋଗାଯୋଗକୁ,|yoɡɑ|yoɡɔkʊ
ଚାଷୀମାନେ,t͡ʃɑsimɑne
ଲକ୍ଷ୍ମୀପୁର,lɔkʰjmipʊɾɔ
ବଳେ,bɔ`le
ଢେର,ɖʱeɾ
ବାତିଲ୍,bɑtil
ଟୁର୍ଣ୍ଣାମେଣ୍ଟରୁ,ʈʊɾɳɳɑmeɳʈɾʊ
ଶୁଣାଇଲା,sʊɳɑilɑ
ଚିରଂଜୀବୀ,t͡ʃiɾɔMd͡ʒibi
ମାରିଲା,mɑɾilɑ
ସ୍ଵାସ୍ଥ୍ୟ,sʋɑstʰjɔ
କୋର୍ଟ,koɾʈ
ଚାଉଁକିନା,t͡ʃɑʊŋkinɑ
ତପସ୍ୟାରତ,tɔpɔsjɑɾɔtɔ
କରାଯାଇଥିବାସ୍ଥଳେ,kɔɾɑ|yɑitʰibɑstʰɔ`le
ଶେଭିଂ,sebʰiM
ବୁଦ୍ଧିମାନ୍,bʊddʰimɑn
ଲଗାଇଲା,lɔɡɑilɑ
ଜୋକୋଭିକ୍,d͡ʒokobʰik
ହଟିଯାଇଛି,hɔʈi|yɑit͡ʃʰi
ମତଲୁବ,mɔtɔlʊbɔ
ଶିବରାଜ,sibɾɑd͡ʒ
ସନ୍‌,sɔn‌
ଭିଏଟରେ,bʰieʈɾe
ଭାୟୁ,bʰɑjʊ
ଆବଶ୍ୟକ,ɑbɔsjɔkɔ
ସ୍ମିଥ୍‌,smitʰ‌
ଦିଅ,diɔ
କରାସରିଛି,kɔɾɑsɔɾit͡ʃʰi
ଧନଦୌଲତ,dʰɔnɔdoulɔtɔ
ସଂପର୍କ,sɔMpɔɾkɔ
ସୀମାରୁ,simɑɾʊ
ରଖାଯିବ,ɾɔkʰɑ|yibɔ
ହୃଦୟ,hɾʊdɔjɔ
ରଫାଯିମ୍,ɾɔphɑ|yim
ଅଟକାଇବା,ɔʈɔkɑibɑ
ଧାଇଁଲେ,dʰɑin~le
ହେଇନି,heini
ଇଣ୍ଡୋନେସିଆ,iɳɖonesiɑ
କାନ୍ଧରେ,kɑndʰɔɾe
କଳାହାଣ୍ଡିଆ,kɔ`lɑhɑɳɖiɑ
ପଡ଼ୁଥିଲା,pɔɽʊtʰilɑ
ବେକାର,bekɑɾɔ
ୟୁରୋପ,jʊɾop
ସେନା,senɑ
ଏମଏସ୍,emes
ରୂପାନି,ɾupɑni
ଆଦାନପ୍ରଦାନ,ɑdɑnɔpɾɔdɑnɔ
ଅଟକିଗଲା,ɔʈɔkiɡɔlɑ
ପାଏ,pɑe
ଅଥାର୍ତ,ɔtʰɑɾtɔ
ବିଲୁଆମାନଙ୍କୁ,bilʊɑmɑnɔŋkʊ
ମୋର,moɾɔ
ମୁହାଁଇବାକୁ,mʊhɑn~ibɑkʊ
ସର୍ଭିସ୍,sɔɾbʰis
କେତେଦିନ,ketedinɔ
ବୁଝିପାରିଲି,bʊd͡ʒʱipɑɾili
ଖାଦ୍ୟକୁ,kʰɑdjɔkʊ
ଅମ୍ଳଜାନ,ɔm`lɔd͡ʒɑnɔ
କ୍ରୋମବୁକ୍,kɾombʊk
ତ୍ରୈମାସିକର,tɾɔimɑsikɔɾɔ
ବିଲଡିଂକୁ,bilɔɖiŋkʊ
ଗୋପନୀୟତା,ɡopɔnijɔtɑ
ରୁଦ୍ରାକ୍ଷମାଳା,ɾʊdɾɑkʰjɔmɑ`lɑ
ସମ୍ମାନଜନକ,sɔmmɑnɔd͡ʒɔnɔkɔ
ସନ୍ତୁଷ୍ଟ,sɔntʊsʈɔ
କରାଇନେବେ,kɔɾɑinebe
ଅନ୍ୟଟି,ɔnjɔʈi
ସେହନସାହ,sehɔnsɑhɔ
ଜଳର,d͡ʒɔ`lɔɾɔ
ନିଷ୍ପତ୍ତିକୁ,nispɔttikʊ
ସିମରନ,simɾɔn
ମିଲିୟନ୍‌,milijɔn‌
ନିରବଦ୍ରଷ୍ଟା,niɾɔbɔdɾɔsʈɑ
ଜନଜାତିକୁ,d͡ʒɔnɔd͡ʒɑtikʊ
ବାହାରିଥିଲା,bɑhɑɾitʰilɑ
ମଧ୍ୟପ୍ରଦେଶ,mɔdʰjɔpɾɔdesɔ
ରାଲି,ɾɑli
ମଞ୍ଜୁଲତା,mɔɲd͡ʒʊlɔtɑ
ଶୁଣାଣି,sʊɳɑɳi
ମାନବତା,mɑnɔbɔtɑ
କାନ୍ଧି,kɑndʰi
ଯାଉ,|yɑʊ
ସୁପ୍ରିମକୋର୍ଟରେ,sʊpɾimkoɾʈɾe
ଲକୀ,lɔki
ଯୁବଗୋଷ୍ଠୀଙ୍କ,|yʊbɔɡosʈʰiŋkɔ
ମାଲକୁ,mɑlɔkʊ
ହୁଅନ୍ତା,hʊɔntɑ
ଅଧିକାରରୁ,ɔdʰikɑɾɔɾʊ
ଗପସପ,ɡɔpɔsɔpɔ
ଖରାପରେ,kʰɔɾɑpɔɾe
କରୁଥାଆନ୍ତି,kɔɾʊtʰɑɑnti
ଶ୍ରବଣ,sɾɔbɔɳɔ
ଆପଁ,ɑpɔn~
ଫୁଟିଛି,phʊʈit͡ʃʰi
କହୁଥିଲି,kɔhʊtʰili
ସୁରକ୍ଷା,sʊɾɔkʰjɑ
ନନ୍ଦକୁ,nɔndɔkʊ
ମାନିଲ,mɑnilɔ
ଗୁଲଜ,ɡʊlɔd͡ʒɔ
ଛାଡ଼ିଦେଲେ,t͡ʃʰɑɽidele
ସମ୍ପୁର୍ଣ୍ଣ,sɔmpʊɾɳɳɔ
ରେଷ୍ଟୁରାଣ୍ଟ,ɾesʈʊɾɑɳʈ
ନଗରୀରେ,nɔɡɔɾiɾe
ପୁଟିନ୍‌ଙ୍କ,pʊʈin‌ŋkɔ
ହେଇଥିଲି,heitʰili
ବାହାରିବ,bɑhɑɾibɔ
କୃଷକ,kɾʊsɔkɔ
ହୋଇଛନ୍ତି,heɑit͡ʃʰɔnti
ବୈଜୟନ୍ତ,bɔid͡ʒɔjɔntɔ
ଫୈଜାନ,phɔid͡ʒɑn
ଉଦବୋଧନ,ʊdbodʰɔnɔ
ଦାମ,dɑm
ସେକ୍ଟର,sekʈɔɾ
ପ୍ରାଣିଜଗତ,pɾɑɳid͡ʒɔɡɔtɔ
ଛୁଆମାନେ,t͡ʃʰʊɑmɑne
ସାକ୍ଷାତ୍‌କାରରେ,sɑkʰjɑt‌kɑɾɔɾe
କ୍ରିୟା,kɾijɑ
ହେଉ,heʊ
ମାର୍ଗରେ,mɑɾɡɔɾe
ବିଲୁଆଛୁଆଟି,bilʊɑt͡ʃʰʊɑʈi
ମହିଳାମାନଙ୍କର,mɔhi`lɑmɑnɔŋkɔɾɔ
ଗସ୍ତ,ɡɔstɔ
ଜଳୀୟବାଷ୍ପମାନ,d͡ʒɔ`lijɔbɑspɔmɑnɔ
ହୃଦୟ,hɾʊdɔjɔ
ଛତରଖିଆ,t͡ʃʰɔtɔɾɔkʰiɑ
ପୀଢ଼ିର,piɽʱiɾɔ
ବିଲ୍ଡିଙ୍ଗରେ,bilɖiŋɡɾe
ଲାଗିନଥିଲା,lɑɡinɔtʰilɑ
ରହିବେ,ɾɔhibe
ପ୍ରତାରଣା,pɾɔtɑɾɔɳɑ
କୂଅରେ,kuɔɾe
ପର୍ୟ୍ୟନ୍ତ,pɔɾjjɔntɔ
ଭ୍ରମ,bʰɾɔmɔ
ମଣିଷମାନେ,mɔɳisɔmɑne
ସାମଗ୍ରୀ-,sɑmɔɡɾi-
ମାଟପିଟ୍,mɑʈɔpiʈ
ଚାଲିଗଲା,t͡ʃɑliɡɔlɑ
୧୭୫,୧୭୫
ଅନୁଯାଇ,ɔnʊ|yɑi
ହସ୍ତକ୍ଷେପର,hɔstɔkʰjepɔɾɔ
ଭୋଜପୁରୀ,bʰod͡ʒpʊɾi
ତିନିମାସର,tinimɑsɔɾɔ
ଶୋଭାଯାତ୍ରାର,sobʰɑ|yɑtɾɑɾɔ
ମାସ,mɑsɔ
ଗସ୍ତକାଳରେ,ɡɔstɔkɑ`lɔɾe
ଲାଗିନି,lɑɡini
ଦ୍ୱିପହରରେ,dʋipɔhɔɾɔɾe
ଦଶଟି,dɔsɔʈi
ସମନ୍ଵୟ,sɔmɔnʋɔjɔ
ଏୟାର୍‌ପୋର୍ଟକୁ,ejɑɾ‌poɾʈkʊ
ଦେଖୁଛଟି,dekʰʊt͡ʃʰɔʈi
ୟାସ,jɑs
ଟ୍ରମ୍ପଙ୍କର,ʈɾɔmpŋkɔɾɔ
ସୋନି,soni
ଆଇଇଏ,ɑiie
ବୁଢ଼ୀମାଉସୀ,bʊɽʱimɑʊsi
ବିଶେଷଙ୍କୁ,bisesɔŋkʊ
ବାଦବିବାଦଠାରୁ,bɑdɔbibɑdɔʈʰɑɾʊ
ସିପାହୀ,sipɑhi
ଆଣେ,ɑɳe
ବିଜ୍ଞପ୍ତି,biɡjɔn~pti
ପଢ଼ୁଥିଲେ,pɔɽʱʊtʰile
(TPCI)ର,(TPCI)ɾɔ
ପ୍ରିୟସ୍,pɾijɔs
ଭାରତୀ,bʰɑɾɔti
ଗୁଡ଼ୁମ୍,ɡʊɽʊm
ବୁଲୁଥାନ୍ତି,bʊlʊtʰɑnti
ଗଛମାନଙ୍କର,ɡɔt͡ʃʰɔmɑnɔŋkɔɾɔ
ଉଭୟେ,ʊbʰɔje
ଜମେଇଦେଇ,d͡ʒɔmeidei
ପ‌ରେ,pɔ‌ɾe
ପୁରୁଷ,pʊɾʊsɔ
ଜନ୍ମଭୂମି,d͡ʒɔnmɔbʰumi
କିଣିନେଇ,kiɳinei
ଜ୍ଞାନୀ,ɡjɑn~ni
ସମାନଙ୍କ,sɔmɑnɔŋkɔ
ମା,mɑ
ବସିଥା,bɔsitʰɑ
ଲଣ୍ଡନ,lɔɳɖɔn
ଚୋରା,t͡ʃoɾɑ
ଗର୍ବିତ,ɡɔɾbitɔ
ବିଜେଡି,bid͡ʒeɖi
ଏମିତିରେ,emitiɾe
ଦେଖାଉଛୁ,dekʰɑʊt͡ʃʰʊ
ମୋଗା,moɡɑ
ସଲମାନ୍,sɔlmɑn
ଖସିପଡ଼ି,kʰɔsipɔɽi
ହାଇଗେଲା,hɑiɡelɑ
ଗୁଲାମ,ɡʊlɑm
ଦରିଦ୍ରଙ୍କୁ,dɔɾidɾɔŋkʊ
45,45
ଦେଉଥିଲେ,deʊtʰile
ତୁ,tʊ
ବହିରେ,bɔhiɾe
ମାଓନେତା,mɑonetɑ
ସ୍ତରର,stɔɾɔɾɔ
ପାଇପାରିଲେନି,pɑipɑɾileni
ସଂପର୍କୀୟ,sɔMpɔɾkijɔ
ଜ୍ୟୋତିଷବିଦ୍ୟା,d͡ʒjotisɔbidjɑ
ଆଡ଼କୁ,ɑɽɔkʊ
ସଙ୍କଟର,sɔŋkɔʈɔɾɔ
ପୂର୍ଣ୍ଣ-ସ୍କ୍ରିନ୍,puɾɳɳɔ-skɾin
ଖାନଙ୍କ,kʰɑnŋkɔ
ଲଢ଼ିବାକୁ,lɔɽʱibɑkʊ
ସାରି,sɑɾi
ହଟି,hɔʈi
ଦଉଡ଼ିଛି,dɔʊɽit͡ʃʰi
ନଗରୀ,nɔɡɔɾi
ଟର୍ମିନାଲ,ʈɔɾminɑl
କେନ,ken
ଲାଗୁଥିଲା,lɑɡʊtʰilɑ
ସ୍ତ୍ରୀଠାରୁ,stɾiʈʰɑɾʊ
ଭୁଆବିରାଡ଼ି,bʰʊɑbiɾɑɽi
ରୁହେ,ɾʊhe
ନିଦ,nidɔ
ସିଲ୍,sil
ତାରକାଙ୍କ,tɑɾɔkɑŋkɔ
ସମର୍ପିତ,sɔmɔɾpitɔ
ବିଲ,bilɔ
ପଡ଼ୁଥିବା,pɔɽʊtʰibɑ
ଲାଡେନ୍‌ର,lɑɖen‌ɾɔ
ଅଲ୍ରେଡି,ɔlɾeɖi
ପୂର୍ବପୁରୁଷମାନଙ୍କୁ,puɾbɔpʊɾʊsɔmɑnɔŋkʊ
ଅଧିକାରୀମାନଙ୍କ,ɔdʰikɑɾimɑnɔŋkɔ
କରାଯାଇନଥିଲା,kɔɾɑ|yɑinɔtʰilɑ
ମାନିବା,mɑnibɑ
ବଞ୍ଚାନ୍ତୁ,bɔɲt͡ʃɑntʊ
ଅରୁଣ,ɔɾʊɳɔ
ଦେଖାଇଥିବା,dekʰɑitʰibɑ
ରହିଛି,ɾɔhit͡ʃʰi
ବଜାର,bɔd͡ʒɑɾɔ
